date,rt,RV,delta_alpha_T252
2014-03-26,-0.929279,0.920838,0.864056
2014-03-27,-0.415801,1.116570,0.880360
2014-03-28,-0.156372,0.538571,0.935555
2014-03-31,0.000000,0.317140,0.970629
2014-04-01,0.882893,0.364309,0.990965
2014-04-02,0.206612,0.302110,1.083233
2014-04-03,-0.725016,0.381942,1.028391
2014-04-04,-1.307892,0.649016,1.005898
2014-04-07,-1.538900,0.929586,0.929174
2014-04-08,-0.053490,1.307762,0.900336
2014-04-09,1.328747,0.605968,0.856192
2014-04-10,-1.275256,0.780070,0.824077
2014-04-11,-0.751480,1.051977,0.834401
2014-04-14,0.376446,0.566835,0.917936
2014-04-15,-0.700245,1.166917,1.048815
2014-04-16,0.215983,0.802667,1.160208
2014-04-17,1.126319,0.458559,1.253758
2014-04-21,1.166503,0.391940,1.310506
2014-04-22,0.105374,0.355135,1.106964
2014-04-23,-1.325225,0.650973,0.854390
2014-04-24,7.897490,1.232848,0.860290
2014-04-25,0.736923,0.595429,0.833829
2014-04-28,3.793972,3.254190,0.883772
2014-04-29,-0.330423,1.362365,0.911771
2014-04-30,-0.378968,1.192067,0.880977
2014-05-01,0.237023,1.300804,0.888985
2014-05-02,0.189215,0.659835,0.938532
2014-05-05,1.407813,0.557577,0.992513
2014-05-06,-1.077546,0.856206,1.034075
2014-05-07,-0.377537,1.766871,0.984480
2014-05-08,-0.711747,0.573760,0.877482
2014-05-09,-0.429492,0.793312,0.931344
2014-05-12,1.235757,0.365555,0.911990
2014-05-13,0.188768,0.368332,0.952804
2014-05-14,0.000000,0.487612,0.938511
2014-05-15,-0.852278,0.769096,0.949219
2014-05-16,1.463326,0.641237,0.858061
2014-05-19,1.164700,0.641713,0.879480
2014-05-20,0.046307,0.685466,0.910978
2014-05-21,0.231214,0.371192,0.963817
2014-05-22,0.184587,0.406734,1.040221
2014-05-23,1.100424,0.319640,0.946054
2014-05-27,1.852323,0.471401,0.938899
2014-05-28,-0.224065,0.941543,0.935700
2014-05-29,1.778615,0.568695,0.937620
2014-05-30,-0.353201,1.908432,0.903584
2014-06-02,-0.710167,2.181686,0.984748
2014-06-03,1.415327,1.272181,1.062076
2014-06-04,1.135383,0.619492,0.987863
2014-06-05,0.390033,0.876518,0.951532
2014-06-06,-0.259853,0.918640,0.962973
2014-06-09,1.591774,1.783936,0.960984
2014-06-10,0.553311,1.274690,0.958632
2014-06-11,-0.382735,0.668688,0.956663
2014-06-12,-1.718994,1.278707,0.947361
2014-06-13,-1.089573,1.370611,0.948064
2014-06-16,1.002843,0.840268,0.932457
2014-06-17,-0.130237,0.624368,0.938170
2014-06-18,0.130237,0.696026,0.899479
2014-06-19,-0.347675,0.665718,0.907519
2014-06-20,-1.050338,0.994567,0.914550
2014-06-23,-0.088028,0.776116,0.896727
2014-06-24,-0.618377,0.911462,0.907498
2014-06-25,0.088574,1.137769,0.866159
2014-06-26,0.617831,0.629709,0.938393
2014-06-27,1.180858,0.614642,0.972507
2014-06-30,0.995033,0.670221,0.908551
2014-07-01,0.643641,0.407589,0.926628
2014-07-02,-0.042781,0.530060,0.915084
2014-07-03,0.597271,0.215587,0.861187
2014-07-07,2.021121,0.839826,0.948766
2014-07-08,-0.627223,2.304854,0.995997
2014-07-09,0.041938,0.693320,0.967300
2014-07-10,-0.378072,0.694775,0.854772
2014-07-11,0.210217,0.635331,0.853357
2014-07-14,1.252103,0.646896,0.914038
2014-07-15,-1.168140,1.013905,0.903023
2014-07-16,-0.547024,1.039119,0.887638
2014-07-17,-1.831007,2.311554,0.849670
2014-07-18,1.450537,0.995001,0.852321
2014-07-21,-0.509555,0.538094,0.934202
2014-07-22,0.805601,0.473168,0.953455
2014-07-23,2.584554,1.330771,1.002453
2014-07-24,-0.164745,0.798375,0.991691
2014-07-25,0.657357,0.868535,0.941836
2014-07-28,1.342302,1.215144,0.983068
2014-07-29,-0.607905,0.782043,0.948002
2014-07-30,-0.244200,0.580342,0.917123
2014-07-31,-2.642598,1.525713,0.887736
2014-08-01,0.542459,1.831590,0.829402
2014-08-04,-0.542459,0.928500,0.826158
2014-08-05,-0.503357,2.542363,0.815918
2014-08-06,-0.168350,0.829740,0.863793
2014-08-07,-0.506758,1.235487,0.930169
2014-08-08,0.253700,0.736654,0.998702
2014-08-11,1.342302,0.525628,1.020731
2014-08-12,-0.041675,0.824451,0.918382
2014-08-13,1.325071,0.357435,0.949488
2014-08-14,0.287534,0.458356,0.940017
2014-08-15,0.490999,0.840181,0.879808
2014-08-18,1.176723,0.406571,0.915932
2014-08-19,1.362201,0.426361,0.831815
2014-08-20,0.039785,0.534143,0.832231
2014-08-21,0.039769,0.323024,0.820510
2014-08-22,0.713157,0.520138,0.879114
2014-08-25,0.236593,0.401665,0.850563
2014-08-26,-0.671807,0.521018,0.939747
2014-08-27,1.221690,0.699834,1.041785
2014-08-28,0.117440,0.666830,1.029971
2014-08-29,0.273491,0.230016,0.968841
2014-09-02,0.777307,0.566459,0.959894
2014-09-03,-4.311524,3.690211,0.850733
2014-09-04,-0.852451,1.654025,0.887444
2014-09-05,0.852451,1.136184,0.893552
2014-09-08,-0.608151,0.537400,0.976156
2014-09-09,-0.366674,22.681363,1.210774
2014-09-10,3.015304,2.317567,1.200656
2014-09-11,0.434697,0.824925,1.312586
2014-09-12,0.236314,1.025018,1.263329
2014-09-15,-0.039347,1.094319,1.210631
2014-09-16,-0.750547,1.242162,1.328426
2014-09-17,0.711184,1.169873,1.307181
2014-09-18,0.196657,0.264625,1.309904
2014-09-19,-0.828571,0.879709,1.161221
2014-09-22,0.118788,0.827215,1.263312
2014-09-23,1.531544,0.631029,1.342467
2014-09-24,-0.861062,1.135902,1.034096
2014-09-25,-3.887486,2.460778,1.460165
2014-09-26,2.899921,0.969988,1.413486
2014-09-29,-0.637198,1.337542,1.465133
2014-09-30,0.637198,1.107837,1.515304
2014-10-01,-1.560344,1.163548,1.572607
2014-10-02,0.723185,1.833507,1.252485
2014-10-03,-0.280618,0.996138,1.388577
2014-10-06,0.000000,0.716680,1.483517
2014-10-07,-0.887103,0.743209,1.202881
2014-10-08,2.044569,1.540187,1.242764
2014-10-09,0.198216,1.258418,1.467224
2014-10-10,-0.277613,2.164881,1.236636
2014-10-13,-0.917621,2.040235,1.359601
2014-10-14,-1.047552,3.134110,1.375505
2014-10-15,-1.222509,7.109704,1.288584
2014-10-16,-1.320696,4.173482,1.267310
2014-10-17,1.443622,1.248603,1.238064
2014-10-20,2.107047,0.929745,1.239290
2014-10-21,2.690036,1.729302,1.067857
2014-10-22,0.506133,1.364047,1.000715
2014-10-23,1.770639,0.394869,1.309714
2014-10-24,0.380808,0.514162,1.419390
2014-10-27,-0.114090,0.355775,1.432131
2014-10-28,1.510603,0.242229,1.234972
2014-10-29,0.597909,0.712216,1.220630
2014-10-30,-0.335884,0.620934,1.285442
2014-10-31,0.930239,0.369277,1.169597
2014-11-03,1.287966,0.617289,1.166984
2014-11-04,-0.733948,0.833745,1.092928
2014-11-05,0.257495,0.533240,0.780431
2014-11-06,-0.147059,0.485418,0.986877
2014-11-07,0.257211,0.241289,1.051487
2014-11-10,-0.146897,0.170982,1.157390
2014-11-11,0.805275,0.211443,1.227992
2014-11-12,1.375836,0.485563,1.130357
2014-11-13,1.428086,1.348299,1.042690
2014-11-14,1.198041,0.387295,1.097419
2014-11-17,-0.175285,1.347665,1.247723
2014-11-18,1.289891,0.497029,1.211347
2014-11-19,-0.695171,1.258087,1.135730
2014-11-20,1.419937,0.680409,1.301336
2014-11-21,0.137457,0.726318,1.041610
2014-11-24,1.837411,0.398459,1.144615
2014-11-25,-0.880466,1.118540,1.137361
2014-11-26,1.183446,0.691816,0.948370
2014-11-28,-0.067249,0.537074,1.218099
2014-12-01,-3.282346,6.426082,1.145866
2014-12-02,-0.383076,3.171679,1.147790
2014-12-03,1.110351,1.039145,1.238576
2014-12-04,-0.380294,0.828812,1.067160
2014-12-05,-0.416523,0.741169,1.284847
2014-12-08,-2.286819,1.519059,1.283672
2014-12-09,1.518659,2.863415,1.239708
2014-12-10,-1.910886,2.297983,1.364886
2014-12-11,-0.286226,1.253473,1.323119
2014-12-12,-1.734774,2.091300,1.438412
2014-12-15,-1.358068,6.072834,1.209584
2014-12-16,-1.376766,4.693346,1.074489
2014-12-17,2.442757,2.952307,1.166184
2014-12-18,2.918600,1.061844,0.921858
2014-12-19,-0.748533,1.347506,1.160328
2014-12-22,1.032221,0.675279,1.218701
2014-12-23,-0.354736,0.358475,1.175554
2014-12-24,-0.498754,0.182854,1.121788
2014-12-26,1.769958,0.612283,1.330380
2014-12-29,-0.070200,0.432909,1.363168
2014-12-30,-1.236546,0.616023,1.311829
2014-12-31,-1.902085,0.889289,1.296935
2015-01-02,-0.983077,4.115068,1.155501
2015-01-05,-2.857868,3.283916,1.075226
2015-01-06,0.037644,4.675917,1.237772
2015-01-07,1.382941,1.545643,1.075412
2015-01-08,3.752034,1.303385,1.191968
2015-01-09,0.107200,2.671478,1.236835
2015-01-12,-2.495157,2.486609,1.115619
2015-01-13,0.911251,3.036642,1.240055
2015-01-14,-0.399928,2.532751,1.218829
2015-01-15,-2.732814,2.369872,1.264331
2015-01-16,-0.789329,1.976104,1.311336
2015-01-20,2.533668,1.608370,1.213799
2015-01-21,0.769657,2.378510,1.289943
2015-01-22,2.559159,1.057288,1.380910
2015-01-23,0.532388,1.196442,1.294170
2015-01-26,0.106138,1.078889,1.153812
2015-01-27,-3.563451,2.032939,1.217783
2015-01-28,5.489618,3.413863,1.145974
2015-01-29,3.074013,2.062145,1.103786
2015-01-30,-1.491048,2.319596,1.253526
2015-02-02,1.255318,2.154301,1.340774
2015-02-03,0.000000,0.849888,1.122718
2015-02-04,0.772464,1.342583,1.309083
2015-02-05,0.334002,0.479545,1.421955
2015-02-06,-0.870736,0.857373,1.362984
2015-02-09,0.670468,0.611003,1.250447
2015-02-10,1.886536,0.703956,1.227320
2015-02-11,2.333223,0.710530,1.113669
2015-02-12,1.241461,1.317969,0.955831
2015-02-13,0.504892,0.680433,1.214887
2015-02-17,0.596267,1.244095,1.261154
2015-02-18,0.686002,0.565330,1.069296
2015-02-19,-0.217763,0.338144,1.212837
2015-02-20,0.837344,0.289861,1.141886
2015-02-23,2.651382,0.633609,1.115043
2015-02-24,-0.633582,1.342375,1.017697
2015-02-25,-2.575250,2.628450,0.884766
2015-02-26,1.234584,2.332559,1.108525
2015-02-27,-1.483340,1.527847,1.048180
2015-03-02,0.465912,1.121295,0.985502
2015-03-03,0.216685,1.029479,1.203317
2015-03-04,-0.651468,0.800715,1.122515
2015-03-05,-1.663305,1.315339,1.321778
2015-03-06,0.158103,1.671632,1.335553
2015-03-09,0.441363,3.755508,1.308243
2015-03-10,-2.097979,1.791672,1.232197
2015-03-11,-1.848002,1.755643,1.375064
2015-03-12,1.783735,1.428681,1.454121
2015-03-13,-0.677313,1.766230,1.315089
2015-03-16,1.094314,0.852308,1.323998
2015-03-17,1.650831,0.777832,1.171589
2015-03-18,1.127125,1.312370,0.905260
2015-03-19,-0.750004,0.650480,1.176100
2015-03-20,-1.262643,1.322140,1.276320
2015-03-23,1.011387,0.381665,1.205540
2015-03-24,-0.409643,0.471647,1.292089
2015-03-25,-2.623311,1.253907,1.267116
2015-03-26,0.678407,1.998747,1.270494
2015-03-27,-0.808151,1.264875,1.188812
2015-03-30,2.500130,0.705655,1.304208
2015-03-31,-1.531130,1.103555,1.184180
2015-04-01,-0.160849,1.433037,1.057799
2015-04-02,0.865529,0.644440,1.304507
2015-04-06,1.614726,0.555538,1.211865
2015-04-07,-1.073582,0.435228,1.241497
2015-04-08,-0.317965,1.531578,1.265046
2015-04-09,0.761425,1.009548,1.136474
2015-04-10,0.441502,0.582180,1.150719
2015-04-13,-0.220507,0.756561,1.241522
2015-04-14,-0.410808,0.584223,1.206003
2015-04-15,0.379267,0.357113,1.212395
2015-04-16,-0.506010,0.333368,1.192849
2015-04-17,-1.115905,0.602199,1.157614
2015-04-20,2.250848,0.740360,1.229603
2015-04-21,-0.534340,0.479150,1.259167
2015-04-22,1.346084,0.499571,1.249792
2015-04-23,0.805207,0.850515,1.324614
2015-04-24,0.461610,0.456921,1.310617
2015-04-27,1.795271,0.851303,1.193009
2015-04-28,-1.580580,4.830180,1.220120
2015-04-29,-1.481509,2.178763,1.098446
2015-04-30,-2.742489,1.921647,1.003850
2015-05-01,2.990936,1.064102,1.353515
2015-05-04,-0.186278,1.224789,1.315825
2015-05-05,-2.294616,1.389450,1.232419
2015-05-06,-0.637961,3.459300,1.343270
2015-05-07,0.223749,1.541821,1.244159
2015-05-08,1.866257,0.684347,1.099136
2015-05-11,-1.039543,1.340690,1.112685
2015-05-12,-0.348930,0.897168,1.310577
2015-05-13,0.095283,0.681988,1.252950
2015-05-14,2.322037,0.343665,1.013585
2015-05-15,-0.155207,0.800819,1.198366
2015-05-18,1.112152,0.817133,1.054988
2015-05-19,-0.092208,0.564610,1.073268
2015-05-20,0.000000,0.894501,1.235988
2015-05-21,1.009646,0.350688,1.190445
2015-05-22,0.848747,0.489911,1.287295
2015-05-26,-2.197220,0.619403,1.199407
2015-05-27,1.834353,0.340789,1.114257
2015-05-28,-0.181928,0.406753,1.120142
2015-05-29,-1.159964,0.732544,0.955422
2015-06-01,0.184049,0.633935,1.074923
2015-06-02,-0.429976,0.511582,1.035318
2015-06-03,0.123039,0.362229,1.152661
2015-06-04,-0.585789,0.744234,1.134126
2015-06-05,-0.558141,0.603468,1.273072
2015-06-08,-0.655126,1.167404,1.371684
2015-06-09,-0.282088,1.028094,1.351733
2015-06-10,1.123607,0.500692,1.433168
2015-06-11,-0.217493,0.636372,1.443026
2015-06-12,-1.126068,0.509076,1.239455
2015-06-15,-0.188917,0.613645,1.483519
2015-06-16,0.534340,0.455423,1.617491
2015-06-17,-0.219677,0.612204,1.660176
2015-06-18,0.438872,0.297828,1.642894
2015-06-19,-1.005981,0.373078,1.592450
2015-06-22,0.786786,0.250895,1.612181
2015-06-23,-0.439837,0.346944,1.744759
2015-06-24,0.846533,0.902699,1.717816
2015-06-25,-0.469411,0.400547,1.683976
2015-06-26,-0.597768,0.569941,1.566342
2015-06-29,-1.782919,0.811242,1.760095
2015-06-30,0.736121,0.748647,1.655007
2015-07-01,0.920495,0.388742,1.735073
2015-07-02,-0.126462,0.196042,1.767844
2015-07-06,-0.348598,0.483582,1.643679
2015-07-07,-0.254291,1.176114,1.604415
2015-07-08,-2.513829,1.507421,1.636248
2015-07-09,-2.044252,1.687344,1.584609
2015-07-10,2.630000,1.198769,1.695532
2015-07-13,1.928080,0.421892,1.545822
2015-07-14,-0.063674,0.492573,1.539940
2015-07-15,0.982420,0.618872,1.644617
2015-07-16,1.315808,0.382753,1.580559
2015-07-17,0.867684,0.657915,1.450138
2015-07-20,1.864642,0.552653,1.574406
2015-07-21,-1.004422,2.349044,1.642722
2015-07-22,-4.313169,2.541580,1.556783
2015-07-23,-0.063898,0.801045,1.612840
2015-07-24,-0.512657,0.954150,1.589190
2015-07-27,-1.423512,1.237059,1.385397
2015-07-28,0.519988,0.645786,1.479038
2015-07-29,-0.324676,0.640165,1.436827
2015-07-30,-0.521684,0.352811,1.515509
2015-07-31,-0.853584,0.486816,1.491206
2015-08-03,-2.402518,3.757598,1.507828
2015-08-04,-3.260972,4.101912,1.555011
2015-08-05,0.660757,5.395618,1.743261
2015-08-06,-0.242929,1.732985,1.766436
2015-08-07,0.346861,1.401608,1.769200
2015-08-10,3.571201,0.936739,1.583987
2015-08-11,-5.352907,2.232980,1.784786
2015-08-12,1.539030,5.502448,1.735103
2015-08-13,-0.069444,2.249586,1.665850
2015-08-14,0.692284,0.870871,1.642174
2015-08-17,1.029522,0.901408,1.561868
2015-08-18,-0.547759,0.756746,1.573218
2015-08-19,-1.313080,1.289841,1.536202
2015-08-20,-2.073524,2.299712,1.498740
2015-08-21,-6.302452,7.996015,1.511965
2015-08-24,-2.527902,49.032306,1.499028
2015-08-25,0.580160,7.692607,1.631179
2015-08-26,5.587207,10.012866,1.697831
2015-08-27,2.911257,5.275013,1.622163
2015-08-28,0.318303,1.675474,1.519222
2015-08-31,-0.460096,2.563928,1.540219
2015-09-01,-4.572640,3.305466,1.566633
2015-09-02,4.217273,3.110407,1.633097
2015-09-03,-1.796025,2.216242,1.658951
2015-09-04,-0.983435,2.282972,1.617364
2015-09-08,2.743854,1.367916,1.660028
2015-09-09,-1.941809,3.751042,1.233287
2015-09-10,2.155256,2.356244,1.742775
2015-09-11,1.446488,1.122187,1.751551
2015-09-14,0.975958,0.942198,2.000344
2015-09-15,0.829020,0.799628,2.047046
2015-09-16,0.103146,0.553815,1.992916
2015-09-17,-2.153609,2.080496,1.846625
2015-09-18,-0.422238,1.833907,1.903395
2015-09-21,1.539569,1.141797,1.812775
2015-09-22,-1.574836,1.045687,1.439989
2015-09-23,0.808014,0.934949,1.378864
2015-09-24,0.593059,1.438078,1.489039
2015-09-25,-0.243775,1.956176,1.330427
2015-09-28,-2.007463,1.492651,1.594999
2015-09-29,-3.033819,3.155447,1.611863
2015-09-30,1.130368,3.018409,1.508695
2015-10-01,-0.654786,2.660927,1.517447
2015-10-02,0.727276,2.102140,1.691710
2015-10-05,0.361664,1.463270,1.704915
2015-10-06,0.468216,1.720559,1.369629
2015-10-07,-0.468216,1.488956,1.130867
2015-10-08,-1.161959,1.825377,1.515625
2015-10-09,2.346255,1.230836,1.491006
2015-10-12,-0.464868,0.635844,1.562275
2015-10-13,0.179051,0.868950,1.422501
2015-10-14,-1.441466,1.246699,1.527129
2015-10-15,1.512997,1.260192,1.408314
2015-10-16,-0.753637,0.607967,1.373383
2015-10-19,0.610524,0.843250,1.446309
2015-10-20,1.809522,1.856409,1.487407
2015-10-21,0.000000,1.167981,1.040170
2015-10-22,1.535271,0.939185,1.112023
2015-10-23,3.035186,1.612963,1.287046
2015-10-26,-3.243158,1.855053,1.387508
2015-10-27,-0.626525,2.187744,1.401039
2015-10-28,4.037497,3.048181,1.392238
2015-10-29,1.034204,1.087668,1.185351
2015-10-30,-0.833199,1.231566,1.339834
2015-11-02,1.395835,0.394100,1.297843
2015-11-03,1.115863,1.134727,1.383331
2015-11-04,-0.457966,1.017598,1.324839
2015-11-05,-0.889187,1.258867,1.517259
2015-11-06,0.132231,0.648638,1.349290
2015-11-09,-0.430393,1.037166,1.500613
2015-11-10,-3.202701,1.711793,1.280933
2015-11-11,-0.549641,1.531619,1.233974
2015-11-12,-0.345066,1.028828,1.382579
2015-11-13,-2.946548,1.664852,1.344529
2015-11-16,1.589297,1.508676,1.174587
2015-11-17,-0.421349,1.153696,1.303342
2015-11-18,3.117675,1.157144,1.116638
2015-11-19,1.287717,1.633712,1.443320
2015-11-20,0.436755,0.544551,1.446927
2015-11-23,-1.316030,0.997144,1.239997
2015-11-24,0.946593,1.575160,1.522061
2015-11-25,-0.709103,0.464642,1.428592
2015-11-27,-0.203528,0.188742,1.458136
2015-11-30,0.440455,1.213819,1.362821
2015-12-01,-0.814668,0.802811,1.059842
2015-12-02,-0.924506,0.702613,1.224165
2015-12-03,-0.933133,1.449882,0.754041
2015-12-04,3.278982,1.566969,1.211033
2015-12-07,-0.640488,1.593276,1.316878
2015-12-08,-0.033824,1.469133,1.316659
2015-12-09,-2.223454,1.178866,1.175890
2015-12-10,0.448663,0.934077,1.428060
2015-12-11,-2.581239,1.266945,1.518186
2015-12-14,-0.638074,2.866439,1.414292
2015-12-15,-1.794092,1.199013,1.420076
2015-12-16,0.793369,2.703196,1.315529
2015-12-17,-2.142031,1.254448,0.996577
2015-12-18,-2.753150,2.741976,1.001195
2015-12-21,1.199864,1.872483,0.931669
2015-12-22,-0.074571,1.139959,1.314010
2015-12-23,1.260209,1.034031,1.350434
2015-12-24,-0.516988,0.415807,1.075760
2015-12-28,-1.116914,0.891793,1.367654
2015-12-29,1.744338,0.541628,1.340900
2015-12-30,-1.296074,0.603485,1.340509
2015-12-31,-1.919156,0.926017,1.245881
2016-01-04,0.075959,4.705708,1.065965
2016-01-05,-2.537622,2.868762,1.297933
2016-01-06,-1.966245,3.756189,1.304343
2016-01-07,-4.342334,4.328595,1.353276
2016-01-08,0.537747,4.416081,1.214112
2016-01-11,1.596105,2.113231,1.443707
2016-01-12,1.451053,2.169721,1.060196
2016-01-13,-2.594390,4.208290,1.250766
2016-01-14,2.153242,3.530595,1.256750
2016-01-15,-2.441130,2.633560,1.257998
2016-01-19,-0.454077,3.045840,1.029944
2016-01-20,0.124044,5.402405,1.191096
2016-01-21,-0.497101,4.826166,1.264517
2016-01-22,5.179151,2.566237,1.284721
2016-01-25,-1.991304,2.255790,1.342963
2016-01-26,0.561574,3.592067,1.376096
2016-01-27,-6.785067,3.550518,1.097820
2016-01-28,0.682597,3.851987,0.964692
2016-01-29,3.426996,1.235644,1.239479
2016-02-01,-0.949440,1.271692,1.169597
2016-02-02,-2.053288,1.585784,0.924495
2016-02-03,1.970301,3.311122,1.369294
2016-02-04,0.248756,3.418084,1.497808
2016-02-05,-2.728396,2.386445,1.344515
2016-02-08,1.058211,3.410250,1.265680
2016-02-09,0.000000,3.734471,1.213843
2016-02-10,-0.760781,1.980001,1.273172
2016-02-11,-0.595746,2.755547,1.259503
2016-02-12,0.298317,1.243222,1.007165
2016-02-16,2.769795,1.421271,1.282529
2016-02-17,1.519849,1.328090,0.926686
2016-02-18,-1.893061,0.968761,1.347333
2016-02-19,-0.249584,1.382807,1.470378
2016-02-22,0.870833,0.856632,1.471870
2016-02-23,-2.297031,0.595340,1.299832
2016-02-24,1.509463,1.948107,1.350276
2016-02-25,0.663627,1.465251,1.457141
2016-02-26,0.165221,0.924000,1.432513
2016-02-29,-0.247934,1.126171,1.387174
2016-03-01,3.895016,1.404258,1.163122
2016-03-02,0.238474,1.205731,0.899376
2016-03-03,0.751437,1.235631,1.226912
2016-03-04,1.447316,1.887666,1.335699
2016-03-07,-1.093334,1.353643,1.324053
2016-03-08,-0.827917,1.415527,1.443727
2016-03-09,0.079145,1.060298,1.316538
2016-03-10,0.039549,1.934326,1.253764
2016-03-11,1.101073,0.677903,1.233170
2016-03-14,0.234375,0.788471,1.118379
2016-03-15,2.008565,0.919615,1.232218
2016-03-16,1.291811,1.052522,0.855028
2016-03-17,-0.151114,0.795379,1.296522
2016-03-18,0.113357,0.669590,1.183619
2016-03-21,0.000000,1.326133,1.420479
2016-03-22,0.752449,0.808129,1.411936
2016-03-23,-0.563805,0.500520,1.155977
2016-03-24,-0.415487,0.510191,1.085380
2016-03-28,-0.455236,0.579920,1.235070
2016-03-29,2.330057,0.675185,1.256959
2016-03-30,1.730848,1.147262,1.293421
2016-03-31,-0.512446,0.700976,1.130700
2016-04-01,0.913248,1.159800,1.159315
2016-04-04,1.013033,1.089782,1.214108
2016-04-05,-1.195017,0.984740,1.288064
2016-04-06,1.050925,0.574951,1.205446
2016-04-07,-2.186676,0.973456,1.380084
2016-04-08,0.110477,1.117098,1.460166
2016-04-11,0.294010,1.426395,1.466300
2016-04-12,1.312450,1.046913,1.466227
2016-04-13,1.438356,0.923316,1.272368
2016-04-14,0.071378,0.619527,1.073769
2016-04-15,-2.054496,1.433555,1.375664
2016-04-18,-2.171998,1.425629,1.322259
2016-04-19,-0.522389,1.198396,1.576170
2016-04-20,0.186881,0.957160,1.457904
2016-04-21,-1.088804,0.868566,1.331746
2016-04-22,-0.264600,1.596375,1.095854
2016-04-25,-0.569370,0.499424,1.258893
2016-04-26,-0.687550,1.052089,1.288017
2016-04-27,-6.451297,2.403933,1.278614
2016-04-28,-3.114223,2.734754,1.116902
2016-04-29,-1.187965,2.147198,1.300119
2016-05-02,-0.085397,2.052073,1.170869
2016-05-03,1.652230,1.694853,0.934565
2016-05-04,-1.055976,0.949670,0.944010
2016-05-05,-1.024337,0.999298,0.908263
2016-05-06,-0.559262,1.313455,1.042055
2016-05-09,0.086244,0.866875,1.061502
2016-05-10,0.687288,1.226066,0.866802
2016-05-11,-0.989468,1.199944,0.996360
2016-05-12,-2.362315,2.217938,0.722400
2016-05-13,0.176913,1.605808,1.163439
2016-05-16,3.644655,1.368826,1.375921
2016-05-17,-0.426986,1.145230,1.438983
2016-05-18,1.148704,1.487485,1.251599
2016-05-19,-0.381437,0.838186,1.303027
2016-05-20,1.097984,0.426509,1.455136
2016-05-23,1.252103,1.096428,1.477552
2016-05-24,1.522977,0.351182,1.534039
2016-05-25,1.741287,0.677282,1.428876
2016-05-26,0.759852,1.334376,0.882199
2016-05-27,-0.039849,0.490023,1.313977
2016-05-31,-0.479426,0.582139,1.408818
2016-06-01,-1.452224,0.639041,1.334893
2016-06-02,-0.734098,0.782660,1.186886
2016-06-03,0.204457,0.435684,1.195476
2016-06-06,0.732604,0.891782,1.395672
2016-06-07,0.404695,0.473864,1.523439
2016-06-08,-0.080808,0.448319,1.327264
2016-06-09,0.684796,0.562138,1.329477
2016-06-10,-0.806131,0.488902,1.161463
2016-06-13,-1.508693,1.595627,1.371367
2016-06-14,0.082136,0.964836,1.174015
2016-06-15,-0.287770,0.795898,1.280918
2016-06-16,0.410847,0.768101,1.245426
2016-06-17,-2.322792,0.911710,1.053686
2016-06-20,-0.210040,0.569714,0.948409
2016-06-21,0.837526,0.755230,1.207744
2016-06-22,-0.376019,0.829737,1.137327
2016-06-23,0.584309,0.594561,1.218320
2016-06-24,-2.870607,1.949727,1.077266
2016-06-27,-1.466808,1.613474,1.176837
2016-06-28,1.680712,0.668085,1.159597
2016-06-29,0.851069,0.671465,1.120281
2016-06-30,1.263175,0.543991,0.895648
2016-07-01,0.292459,0.314120,1.054109
2016-07-05,-0.922052,0.585932,1.019190
2016-07-06,0.545876,0.980936,0.954216
2016-07-07,0.459579,0.556684,1.187424
2016-07-08,0.747512,0.416037,1.190718
2016-07-11,0.330442,0.300750,0.837435
2016-07-12,0.452583,0.301800,1.266179
2016-07-13,-0.576370,0.282927,1.065374
2016-07-14,1.962451,0.454839,1.120758
2016-07-15,0.000000,0.302808,0.949268
2016-07-18,1.047130,0.335949,1.147605
2016-07-19,0.040056,0.274770,1.013867
2016-07-20,0.080064,0.332635,1.205252
2016-07-21,-0.521566,0.855264,1.230572
2016-07-22,-0.767216,0.428859,1.444912
2016-07-25,-1.346684,0.830198,1.055250
2016-07-26,-0.700889,1.018667,1.247340
2016-07-27,6.293401,1.372579,1.212969
2016-07-28,1.350590,0.793525,1.072858
2016-07-29,-0.153433,0.598791,1.070024
2016-08-01,1.750425,0.394081,0.926241
2016-08-02,-1.482072,0.835193,0.919337
2016-08-03,1.255485,0.425421,1.084360
2016-08-04,0.075586,0.451081,1.075207
2016-08-05,1.499841,0.268356,1.142711
2016-08-08,0.815423,0.348645,1.022931
2016-08-09,0.405232,0.265482,1.205242
2016-08-10,-0.738011,0.363045,1.172233
2016-08-11,-0.074102,0.429974,1.186357
2016-08-12,0.259115,0.176516,1.068324
2016-08-15,1.176052,0.162237,1.073615
2016-08-16,-0.073099,0.519526,1.172361
2016-08-17,-0.146359,0.613849,1.521687
2016-08-18,-0.146574,0.246363,1.826265
2016-08-19,0.256363,0.352213,1.966871
2016-08-22,-0.771070,0.661732,1.057398
2016-08-23,0.294443,0.193844,0.817611
2016-08-24,-0.737738,0.399599,0.479457
2016-08-25,-0.445270,0.405460,0.518818
2016-08-26,-0.559390,0.793514,0.586650
2016-08-29,-0.112254,0.467652,0.601617
2016-08-30,-0.789329,0.404435,0.710906
2016-08-31,0.113144,0.389477,0.705327
2016-09-01,0.563805,0.355408,0.666628
2016-09-02,0.932669,0.584848,0.783503
2016-09-06,0.000000,0.269272,0.554306
2016-09-07,0.592375,0.961915,0.545460
2016-09-08,-2.655851,0.711245,0.535129
2016-09-09,-2.300715,0.904321,0.559207
